Eje,Revista,Autor,Anio,Titulo,DOI,Citas,Decision,Motivo
multimodal,Internet Research,Wang et al.,2026,Medical firms’ online Q&amp;A interactions: effect of language style on investor engagement,10.1108/intr-06-2025-0903,2,descartar,fuera-de-dominio
multimodal,ACM Transactions on the Web,Li et al.,2026,TLD-SCA: A Transformer-LSTM Detection Model against Side-Channel Attack in Blockchain Payment Channel,10.1145/3771990,2,descartar,fuera-de-dominio
multimodal,Empirical Software Engineering,Macklon et al.,2026,Exploring the capabilities of vision-language models to detect visual bugs in HTML5 canvas applications,10.1007/s10664-026-10906-3,1,descartar,sin-relacion-con-hueco
multimodal,Information and Software Technology,Li et al.,2026,SABLM-VD: Vulnerability detection with a semantic-aware binary language model,10.1016/j.infsof.2025.107959,1,descartar,sin-relacion-con-hueco
multimodal,International Journal of Human-Computer Studies,Zhong et al.,2026,TouchAI: Exploring human–AI perceptual alignment in touch through language model representations,10.1016/j.ijhcs.2026.103765,1,descartar,sin-relacion-con-hueco
multimodal,Journal of Marketing Research,Abreu et al.,2026,Didn’t Have Time or Didn’t Make Time? How Language Shapes Perceived Control over Time and Motivation,10.1177/00222437251394122,1,descartar,fuera-de-dominio
multimodal,Journal of Marketing Research,Huang et al.,2026,"Death or
                    <i>Muerte</i>
                    ? Effects of Sales Language Use on the Consumption of Death-Related Products and Services",10.1177/00222437261440816,1,descartar,fuera-de-dominio
multimodal,Information and Software Technology,Cai et al.,2026,VulSEG: Enhanced graph-based vulnerability detection system with advanced text embedding,10.1016/j.infsof.2025.108007,0,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on Software Engineering and Methodology,Gu et al.,2026,ACTesting: Automated Cross-Modal Testing Method of Text-to-Image Software,10.1145/3768581,0,descartar,sin-relacion-con-hueco
multimodal,International Journal of Human-Computer Studies,Valdez et al.,2026,Movement instability and body image factors: Unobtrusive real-time detection of loss of control in ballet dancers,10.1016/j.ijhcs.2025.103686,0,descartar,fuera-de-dominio
multimodal,ACM Transactions on Computer-Human Interaction,Messerschmidt et al.,2026,Prompt-to-Touch: Towards Enabling Automatic Haptic Effect Generation from Text Prompts Using Text-to-Audio Models,10.1145/3819584,0,descartar,sin-relacion-con-hueco
multimodal,Journal of Marketing Research,Thomadsen,2026,"A Vision Editorial for the 2026–2029
                    <i>JMR</i>
                    Team",10.1177/00222437261434156,0,descartar,fuera-de-dominio
multimodal,Journal of the Academy of Marketing Science,Sarkar et al.,2026,A dual-LSTM model for CLV distributions: Diverging paths and bimodalities,10.1007/s11747-026-01193-x,0,descartar,fuera-de-dominio
multimodal,Internet Research,Gong et al.,2026,Modality matters: comparing the persuasiveness of text- and voice-based conversational agents and non-interactive messages in health communication,10.1108/intr-07-2025-1004,0,dudoso,
multimodal,ACM Transactions on Information Systems,Zhang et al.,2026,Progressive Adaptation of Large Language Models for Multilingual Text Ranking,10.1145/3788859,0,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on Software Engineering and Methodology,Zhou et al.,2025,Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead,10.1145/3708522,122,descartar,sin-relacion-con-hueco
multimodal,ACM Computing Surveys,Zhang et al.,2025,A Systematic Survey of Text Summarization: From Statistical Methods to Large Language Models,10.1145/3731445,96,descartar,sin-relacion-con-hueco
multimodal,ACM Computing Surveys,Shi et al.,2025,A Survey on Employing Large Language Models for Text-to-SQL Tasks,10.1145/3737873,61,descartar,sin-relacion-con-hueco
multimodal,International Journal of Human-Computer Studies,Rapp et al.,2025,"How do people experience the images created by generative artificial intelligence? An exploration of people's perceptions, appraisals, and emotions related to a Gen-AI text-to-image model and its creations",10.1016/j.ijhcs.2024.103375,55,dudoso,
multimodal,Journal of Systems and Software,Yang et al.,2025,DLAP: A Deep Learning Augmented Large Language Model Prompting framework for software vulnerability detection,10.1016/j.jss.2024.112234,42,descartar,sin-relacion-con-hueco
multimodal,Journal of Business Research,Herhausen et al.,2025,From words to insights: Text analysis in business research,10.1016/j.jbusres.2025.115491,24,descartar,sin-relacion-con-hueco
multimodal,Journal of Systems and Software,Alagarsamy et al.,2025,Enhancing large language models for text-to-testcase generation,10.1016/j.jss.2025.112531,19,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on Software Engineering and Methodology,Wei et al.,2025,GUing: A Mobile GUI Search Engine using a Vision-Language Model,10.1145/3702993,15,descartar,sin-relacion-con-hueco
multimodal,Information and Software Technology,Sun et al.,2025,SemiRALD: A semi-supervised hybrid language model for robust Anomalous Log Detection,10.1016/j.infsof.2025.107743,11,descartar,sin-relacion-con-hueco
multimodal,Information Systems Journal,Pieper et al.,2025,How <scp>AI</scp> Helps to Compile Human Intelligence: An Empirical Study of Emerging Augmented Intelligence for Medical Image Scanning,10.1111/isj.12585,11,dudoso,
multimodal,Information and Software Technology,Li et al.,2025,Automated detection of inter-language design smells in multi-language deep learning frameworks,10.1016/j.infsof.2024.107656,8,descartar,fuera-de-dominio
multimodal,Decision Support Systems,Wan et al.,2025,Prompting large language models based on semantic schema for text-to-Cypher transformation towards domain Q&amp;A,10.1016/j.dss.2025.114553,7,descartar,sin-relacion-con-hueco
multimodal,Journal of Business Research,Wen et al.,2025,"U-shaped Effect of Color in Short-form Video: Combination of Text, Audio, Image ML and Generative AI",10.1016/j.jbusres.2025.115278,5,dudoso,
multimodal,IEEE Transactions on Software Engineering,Fang et al.,2025,Enhanced Crowdsourced Test Report Prioritization via Image-and-Text Semantic Understanding and Feature Integration,10.1109/tse.2024.3516372,4,descartar,sin-relacion-con-hueco
multimodal,European Journal of Information Systems,Lu et al.,2025,"Phishing detection in multitasking contexts: the impact of working memory load, goal activation, and message framing cue on detection performance",10.1080/0960085x.2025.2548543,4,descartar,fuera-de-dominio
multimodal,Computers in Human Behavior,Ding et al.,2025,Impact of mindset types and social community compositions on opinion dynamics: A large language model-based multi-agent simulation study,10.1016/j.chb.2025.108730,4,descartar,sin-relacion-con-hueco
multimodal,European Journal of Information Systems,Lu et al.,2025,Image-based brand communications: an information richness approach on Instagram,10.1080/0960085x.2025.2475956,3,dudoso,
multimodal,ACM Transactions on the Web,Wang et al.,2025,Towards Effective Time-Aware Language Representation: Exploring Enhanced Temporal Understanding in Language Models,10.1145/3723352,2,descartar,sin-relacion-con-hueco
multimodal,IEEE Transactions on Software Engineering,Wang et al.,2024,"Software Testing With Large Language Models: Survey, Landscape, and Vision",10.1109/tse.2024.3368208,509,descartar,sin-relacion-con-hueco
multimodal,ACM Computing Surveys,Li et al.,2024,Pre-Trained Language Models for Text Generation: A Survey,10.1145/3649449,181,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on Information Systems,Zhao et al.,2024,Dense Text Retrieval Based on Pretrained Language Models: A Survey,10.1145/3637870,175,descartar,sin-relacion-con-hueco
multimodal,Journal of Business Research,Wu et al.,2024,Wisdom of crowds: SWOT analysis based on hybrid text mining methods using online reviews,10.1016/j.jbusres.2023.114378,32,descartar,fuera-de-dominio
multimodal,Journal of Management Information Systems,Zhang et al.,2024,Depression Detection Using Digital Traces on Social Media: A Knowledge-aware Deep Learning Approach,10.1080/07421222.2024.2340822,31,descartar,sin-relacion-con-hueco
multimodal,Journal of the Academy of Marketing Science,Wang et al.,2024,Beyond text: Marketing strategy in a world turned upside down,10.1007/s11747-023-01000-x,16,descartar,fuera-de-dominio
multimodal,Behaviour and Information Technology,Werner Axelsson et al.,2024,The advantage of videos over text to boost adolescents' lateral reading in a digital workshop,10.1080/0144929x.2024.2308046,15,descartar,fuera-de-dominio
multimodal,Journal of Marketing Research,Kim et al.,2024,A Topic-Based Segmentation Model for Identifying Segment-Level Drivers of Star Ratings from Unstructured Text Reviews,10.1177/00222437241246752,13,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on Information Systems,Shi et al.,2024,Breaking Through the Noisy Correspondence: A Robust Model for Image-Text Matching,10.1145/3662732,13,dudoso,
multimodal,Decision Support Systems,Song et al.,2024,Improving answer quality using image-text coherence on social Q&amp;A sites,10.1016/j.dss.2024.114191,12,dudoso,
multimodal,Journal of Business Research,Setten et al.,2024,Playing with emotions: Text analysis of emotional tones in gender-casted Children’s media,10.1016/j.jbusres.2024.114541,7,descartar,fuera-de-dominio
multimodal,ACM Transactions on Information Systems,Chen et al.,2024,SPContrastNet: A Self-Paced Contrastive Learning Model for Few-Shot Text Classification,10.1145/3652600,7,descartar,sin-relacion-con-hueco
multimodal,Journal of Management Information Systems,Peng et al.,2024,Digital Phenotyping-based Depression Detection in the Presence of Comorbidity: An Uncertainty Reasoning Approach,10.1080/07421222.2024.2415770,5,descartar,sin-relacion-con-hueco
multimodal,Journal of the Academy of Marketing Science,Barnes et al.,2024,The accessor effect: How (and for whom) renters’ lack of perceived brand commitment dilutes brand image,10.1007/s11747-024-01006-z,5,descartar,fuera-de-dominio
multimodal,Empirical Software Engineering,Napier et al.,2024,Explaining poor performance of text-based machine learning models for vulnerability detection,10.1007/s10664-024-10519-8,3,descartar,sin-relacion-con-hueco
multimodal,Journal of Systems and Software,He et al.,2024,BIT: A template-based approach to incremental and bidirectional model-to-text transformation,10.1016/j.jss.2024.112148,2,descartar,sin-relacion-con-hueco
multimodal,Behaviour and Information Technology,Oppenlaender,2023,A taxonomy of prompt modifiers for text-to-image generation,10.1080/0144929x.2023.2286532,174,dudoso,
multimodal,Empirical Software Engineering,Napier et al.,2023,An empirical study of text-based machine learning models for vulnerability detection,10.1007/s10664-022-10276-6,33,descartar,sin-relacion-con-hueco
multimodal,Computers in Human Behavior,Gahler et al.,2023,Instagram influences: An examination of the tripartite influence model of body image among a racially diverse sample of young-adult women,10.1016/j.chb.2023.107785,19,descartar,fuera-de-dominio
multimodal,IEEE Transactions on Software Engineering,Yu et al.,2023,Mobile App Crowdsourced Test Report Consistency Detection via Deep Image-and-Text Fusion Understanding,10.1109/tse.2023.3285787,17,descartar,sin-relacion-con-hueco
multimodal,Internet Research,Li et al.,2023,Presentational effects of photos and text in electronic word-of-mouth on consumer decisions,10.1108/intr-03-2021-0143,16,dudoso,
multimodal,IEEE Transactions on Software Engineering,Wang et al.,2023,K-ST: A Formal Executable Semantics of the Structured Text Language for PLCs,10.1109/tse.2023.3315292,14,descartar,fuera-de-dominio
multimodal,ACM Transactions on Computer-Human Interaction,Bhattacharjee et al.,2023,Design Implications for One-Way Text Messaging Services that Support Psychological Wellbeing,10.1145/3569888,13,descartar,fuera-de-dominio
multimodal,ACM Transactions on Software Engineering and Methodology,Huang et al.,2023,API Entity and Relation Joint Extraction from Text via Dynamic Prompt-tuned Language Model,10.1145/3607188,12,descartar,sin-relacion-con-hueco
multimodal,ACM Transactions on the Web,Ahmed et al.,2023,Graph Attention Network for Text Classification and Detection of Mental Disorder,10.1145/3572406,9,descartar,sin-relacion-con-hueco
multimodal,International Journal of Human-Computer Studies,Tu et al.,2023,Text Pin: Improving text selection with mode-augmented handles on touchscreen mobile devices,10.1016/j.ijhcs.2023.103028,2,descartar,fuera-de-dominio
